,Season,Episode,Character,Dialouge
194,1,2,Michael, That doesnt really make sense Because you dont call them collared people thats offensive Hmmm OK well its after five So Thank you very much Buena vista Oscar Thank you Good job Oh my man Thank you Brazil Nice
195,1,2,Jim,  Um Hey
196,1,2,Pam,  Mmmm
197,1,2,Jim, Hey
198,1,2,Pam, Oh
199,1,2,Jim, We can go
200,1,2,Pam, Sorry
201,1,2,Jim, Thats fine
202,1,2,Jim, Uh Not a bad day
0,1,3,Michael, Pam Pamela Pamelamadingdong Making copies
1,1,3,Pam, Im not making any copies
2,1,3,Michael, Lets go Messages Stat Lots to do lots to do Information superhighway
3,1,3,Pam, Nothing new
4,1,3,Michael, Lay them on me What
5,1,3,Pam, Theres nothing new
6,1,3,Michael, Thats not what you said earlier
7,1,3,Pam, Oh do you want me to repeat the messages that I gave you before for the 
8,1,3,Michael, The most sacred thing I do is care and provide for my workers my family I give them money I give them food Not directly but through the money I heal them Today I am in charge of picking a great new health care plan Right Thats what this is all about Does that make me their doctor Um Yes in a way Yeah like a specialist
9,1,3,Jan, So which health plan have you decided on
10,1,3,Michael, I am going to go with the best Jan I am going to go with the one with the acupuncture therapeutic massage you know the works
11,1,3,Jan, Wait acupuncture None of the plans have acupuncture Have you looked at them closely Michael
12,1,3,Michael, I think it was you who didnt look closely enough at the Gold Plan
13,1,3,Jan, The Gold Plan Im not even on that plan
14,1,3,Michael, Well Id recommend it Its very good
15,1,3,Jan, Michael
16,1,3,Michael, You gotta crack these things open
17,1,3,Jan, You know the whole reason that were doing this is to save money So you just need to pick a provider and choose the cheapest plan
18,1,3,Michael, Well that is kind of a tough assignment Um It wont be popular decision around the old orifice
19,1,3,Jan, Its your job So
20,1,3,Michael, Well its a su1c1de mission you know
21,1,3,Jan, Michael maybe I mean
22,1,3,Michael, There there
23,1,3,Jan, Sometimes a manager like yourself has to deliver the bad news to the employees I do it all the time
24,1,3,Michael,  When have you ever done that
25,1,3,Jan, Im doing it right now To you
26,1,3,Jim, Last night on Trading Spouses theres have you seen it
27,1,3,Pam, No I have a life
28,1,3,Jim, Interesting whats that like
29,1,3,Pam, You should try it sometime
30,1,3,Jim, Wow But then who would watch my TV That is
31,1,3,Pam,  your problem
32,1,3,Michael, Jimbo Ha haaaaa Ah
33,1,3,Michael, Theres a decision that needs to be made and Im having an unbelievably a busy day So Im going to let you pick a health care plan for our office and then explain it to your coworkers
34,1,3,Jim, Gosh
35,1,3,Michael, Yeah
36,1,3,Jim, That is a great offer Thank you I really think I should be concentrating on sales
37,1,3,Michael, Really
38,1,3,Jim, Yeah I just dont think this is the kind of task that I am going to do You know who would be great for this
39,1,3,Jim, Any time Michael asks me to do anything I just tell him that Dwight should do it
40,1,3,Dwight, Yes I can do it Im your man
41,1,3,Jim, Right now this is just a job If I advance any higher in this company then this would be my career And uh well if this were my career Id have to throw myself in front of a train
42,1,3,Dwight, OK first lets go over some parameters How many people can I fire
43,1,3,Michael, Ah none Youre picking a health care plan
44,1,3,Dwight, OK well table that for the time being Two Ill need an office I think the conference room should be fine
45,1,3,Michael, You can use the conference room as a temporary workspace
46,1,3,Dwight,  Yes I have an office  Bigger than his
47,1,3,Michael, Nope you cannot use it
48,1,3,Dwight, OK I take it back its a workspace
49,1,3,Michael, Temporary workspace You can use it
50,1,3,Dwight, Thank you
51,1,3,Michael, If Dwight fails then that is strike two and good for me for ah for giving him a second chance And if he succeeds then you know no one will be prouder than I am I groomed him I made him what he is today Unless he fails and weve talked about that already
52,1,3,Dwight, What did I do I did my job I slashed benefits to the bone I saved this company money Was I too harsh Maybe I dont believe in coddling people
53,1,3,Dwight, In the wild there is no health care In the wild health care is Ow I hurt my leg I cant run A lion eats me and Im dead Well Im not dead Im the lion Youre dead
54,1,3,Stanley, Theres no dental theres no vision theres a 1200 deductible
55,1,3,Pam, Dunder Mifflin this is Pam
56,1,3,Michael,  Pam Michael Scott Hows tricks
57,1,3,Pam, Where are you
58,1,3,Michael, Oh I am in my office I am swamped I have work up to my ears Im busy busy busy Cant step away I just wanted to check in and see how everybodys doing Everybody cool out there
59,1,3,Pam, Actually people are really unhappy Um Dwight sent around this memo and people are freaking out cause the
60,1,3,Michael, Pam Whoa whoa Im sorry Im sorry I I I I gotta go Im getting a call
61,1,3,Pam, No youre not
62,1,3,Michael, I have to make a call after I finish my work You know what Uh just dont let anybody in my office under any conditions today Im just too busy Too swamped you know I am unreachable I am incommunicado capisce
63,1,3,Pam, OK
64,1,3,Michael, Thank you Oh gah here we go again Gotta go I have to take this
65,1,3,Pam, Still no one calling
66,1,3,Pam, Dwight what
67,1,3,Dwight, Uh knock please Please knock This is an office
68,1,3,Jim, It says workspace
69,1,3,Dwight, Same thing
70,1,3,Jim, If its the same thing then why did you write workspace
71,1,3,Dwight, Just knock Please As a sign of respect for your superior
72,1,3,Jim, You are not my superior
73,1,3,Dwight, Oh gee then why do I have an office
74,1,3,Jim, I thought it was a workspace
75,1,3,Pam, OK Dwight Are you really in charge of picking the health care plan
76,1,3,Dwight, Yes And my decision in final
77,1,3,Pam, This is a ridiculously awful plan Because you cut everything
78,1,3,Dwight, Aww times are tough Pam Deal with it
79,1,3,Jim, You cut more than you had to didnt you
80,1,3,Dwight, Sure
81,1,3,Jim, Well why did you do that You work here dont you want good insurance
82,1,3,Dwight, Dont need it Never been sick Perfect immune system
83,1,3,Jim, OK well if youve never been sick then you dont have any antibodies
84,1,3,Dwight, I dont need them Superior genes Im a Schrute And superior brain power Through concentration I can raise and lower my cholesterol at will
85,1,3,Pam, Why would you want to raise your cholesterol
86,1,3,Dwight, So I can lower it
87,1,3,Oscar, He literally wont come out of his office
88,1,3,Kevin, Hes got to come out sometime To go to the bathroom
89,1,3,Angela, Kevin Thats inappropriate
90,1,3,Oscar, Michael can I talk to you
91,1,3,Michael, Ah uh I would love to but I am really busy Rain check
92,1,3,Meredith, Michael Michael please can we talk to you about this memo
93,1,3,Michael, Ah what Which memo
94,1,3,Pam, Dwights health care memo I told you about it
95,1,3,Michael, Is it a good plan
96,1,3,Dwight, Its a great plan It saves the company a fortune
97,1,3,Oscar, Its like a pay decrease
98,1,3,Pam, Michael he made huge cuts
99,1,3,Michael, Cuts What Wow Dwight did you make cuts
100,1,3,Dwight, Yeah you said
101,1,3,Michael, No no  no you know what I said nothing specific because I was so busy Why dont you go in there and find these people a plan that will work for them OK
102,1,3,Dwight, I can handle that
103,1,3,Michael, OK All right Do we feel good All right Good Plus theres some other good news Today at the end of the day I will have for all of you a big surprise OK So hang in there and I will see you at the end of the day Right
104,1,3,Oscar, This is not good
105,1,3,Angela, Its ridiculous Did you talk to him
106,1,3,Oscar, What was that
107,1,3,Angela, You let him walk all over you Its just pathetic
108,1,3,Kevin, What are you guys talking about
109,1,3,Angela, Nothing Kevin
110,1,3,Michael, Do I know what the surprise is Hell no It doesnt matter The point is theyre not unhappy anymore Theyre out there thinking Wow my boss really cares about me He has a surprise Hes cool I what a great guy I love him I love him
111,1,3,Dwight, OK everyone Gather round Step forward It has been brought to my attention that some of you are unhappy with my plan So what Id like you to do is to fill this out and write down any diseases you have that you might want covered and Ill see what I can do
112,1,3,Jim, OK you know what Dwight We cant write our diseases down for you because thats confidential
113,1,3,Dwight, OK well I didnt say to write your name down did I Fill it out leave it anonymous Or dont write any disease down at all and it wont be covered Sound fair Good Ill be in my office
114,1,3,Jim, Workspace
115,1,3,Michael, You know what Come with me We are going on a little mission Operation Surprise
116,1,3,Pam, Where are you going
117,1,3,Michael, Um headed out Part of my busy day you know Meetings  Couldnt find the knob
118,1,3,Michael, So basically I want to do something nice for my employees Atlantic City OK They have this thing where they send a bus right for free Picks everybody up you head down there get to the hotel room is comped they give you a pile of chips and your food everything just kind of allinclusive free kind of weekend
119,1,3,Travel Agent, I dont know of anything like that but um you know what you might want to do is just call those casinos directly Um maybe
120,1,3,Michael, Yeah yeah yeah I did so
121,1,3,Jim, Wait What are you writing Dont write Ebola or mad cow disease Right Cause Im suffering from both
122,1,3,Pam, Im inventing new diseases
123,1,3,Jim, Oh great
124,1,3,Pam, So lets say my teeth turn to liquid and then they drip down the back of my throat What would you call that
125,1,3,Jim, I thought you said you were inventing diseases Thats spontaneous dental hydroplosion
126,1,3,Pam, Nice
127,1,3,Jim, Thank you
128,1,3,Michael,  Calling you to ask you a little favoroonie my friend Um trying to give the troops around here a little bit of a boost And I was thinking that maybe we could take them down to take a spin on your big ride
129,1,3,Man on Phone, You mean the elevator that takes you down into the mineshaft Its not really a ride
130,1,3,Michael, Its says here that its a 300ft drop
131,1,3,Man on Phone, It goes 300 feet into the earth but it moves really slowly
132,1,3,Michael, So its not a free fall
133,1,3,Man on Phone, Its an industrial coal elevator
134,1,3,Michael, Uh all right Well once you get down into the mine what you got laser tag or something
